query_id,source,question_type,strategy,mode,latency_s,num_relevant,retrieved_ids,mrr,hit@1,precision@1,recall@1,ndcg@1,hit@3,precision@3,recall@3,ndcg@3,hit@5,precision@5,recall@5,ndcg@5,hit@10,precision@10,recall@10,ndcg@10
auto-V-10-Q-2025-07-30-2,auto,deep context,semantic,hybrid,0.0658,1,"['V-10-Q-2025-04-30-semantic-517', 'V-10-Q-2025-01-31-semantic-448', 'V-10-Q-2025-07-30-semantic-562', 'MA-10-K-2025-02-12-semantic-1588', 'V-10-Q-2025-01-31-semantic-452', 'V-10-K-2025-11-06-semantic-1161', 'V-10-Q-2025-04-30-semantic-521', 'V-10-K-2025-11-06-semantic-1165', 'V-10-Q-2025-07-30-semantic-566', 'MA-10-K-2025-02-12-semantic-1589']",0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.5,1.0,0.1,1.0,0.5
auto-V-10-Q-2025-07-30-2,auto,deep context,semantic,hybrid+rerank,0.3297,1,"['V-10-Q-2025-04-30-semantic-517', 'V-10-Q-2025-01-31-semantic-448', 'V-10-Q-2025-07-30-semantic-562', 'V-10-K-2025-11-06-semantic-1161', 'MA-10-K-2025-02-12-semantic-1588', 'V-10-Q-2025-01-31-semantic-444', 'V-10-Q-2025-04-30-semantic-513', 'V-10-Q-2025-07-30-semantic-558', 'MA-10-K-2025-02-12-semantic-1592', 'V-10-Q-2025-04-30-semantic-521']",0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.5,1.0,0.1,1.0,0.5
auto-V-10-Q-2025-07-30-2,auto,deep context,hierarchical,vector,2.1012,1,"['V-10-Q-2025-01-31-hierarchical-448', 'V-10-Q-2025-04-30-hierarchical-517', 'V-10-Q-2025-07-30-hierarchical-562', 'MA-10-K-2025-02-12-hierarchical-1588', 'V-10-Q-2025-01-31-hierarchical-452', 'V-10-Q-2025-04-30-hierarchical-521', 'V-10-Q-2025-07-30-hierarchical-566', 'V-10-K-2025-11-06-hierarchical-1165', 'V-10-K-2025-11-06-hierarchical-1161', 'V-10-Q-2025-01-31-hierarchical-444']",0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.5,1.0,0.1,1.0,0.5
auto-V-10-Q-2025-07-30-2,auto,deep context,hierarchical,bm25,0.0277,1,"['V-10-Q-2025-01-31-hierarchical-448', 'V-10-Q-2025-07-30-hierarchical-562', 'V-10-Q-2025-04-30-hierarchical-517', 'V-10-K-2025-11-06-hierarchical-1161', 'MA-10-K-2025-02-12-hierarchical-1588', 'MA-10-K-2025-02-12-hierarchical-1589', 'V-10-Q-2025-07-30-hierarchical-566', 'V-10-K-2025-11-06-hierarchical-1165', 'V-10-Q-2025-04-30-hierarchical-521', 'V-10-Q-2025-01-31-hierarchical-452']",0.5,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.6309297535714575,1.0,0.2,1.0,0.6309297535714575,1.0,0.1,1.0,0.6309297535714575
auto-V-10-Q-2025-07-30-2,auto,deep context,hierarchical,hybrid,0.0588,1,"['V-10-Q-2025-01-31-hierarchical-448', 'V-10-Q-2025-04-30-hierarchical-517', 'V-10-Q-2025-07-30-hierarchical-562', 'MA-10-K-2025-02-12-hierarchical-1588', 'V-10-K-2025-11-06-hierarchical-1161', 'V-10-Q-2025-07-30-hierarchical-566', 'V-10-Q-2025-01-31-hierarchical-452', 'V-10-Q-2025-04-30-hierarchical-521', 'V-10-K-2025-11-06-hierarchical-1165', 'MA-10-K-2025-02-12-hierarchical-1589']",0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.5,1.0,0.1,1.0,0.5
auto-V-10-Q-2025-07-30-2,auto,deep context,hierarchical,hybrid+rerank,0.5516,1,"['V-10-Q-2025-01-31-hierarchical-448', 'V-10-Q-2025-04-30-hierarchical-517', 'V-10-Q-2025-07-30-hierarchical-562', 'V-10-K-2025-11-06-hierarchical-1161', 'MA-10-K-2025-02-12-hierarchical-1588', 'V-10-Q-2025-04-30-hierarchical-513', 'V-10-Q-2025-07-30-hierarchical-558', 'V-10-Q-2025-01-31-hierarchical-444', 'MA-10-K-2025-02-12-hierarchical-1592', 'V-10-Q-2025-04-30-hierarchical-521']",0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.5,1.0,0.1,1.0,0.5
auto-V-8-K-2025-08-08-5,auto,simple fact,fixed,vector,0.0448,2,"['V-8-K-2025-08-08-fixed-12', 'V-8-K-2025-08-08-fixed-11', 'V-10-Q-2025-04-30-fixed-194', 'V-10-Q-2025-07-30-fixed-167', 'V-10-Q-2025-01-31-fixed-131', 'V-10-Q-2025-01-31-fixed-163', 'V-10-Q-2025-07-30-fixed-207', 'V-10-Q-2025-07-30-fixed-166', 'V-10-Q-2025-01-31-fixed-130', 'V-10-Q-2025-04-30-fixed-122']",1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,fixed,bm25,0.0429,2,"['V-8-K-2025-08-08-fixed-12', 'V-10-K-2025-11-06-fixed-807', 'V-10-K-2025-11-06-fixed-803', 'V-10-Q-2025-07-30-fixed-200', 'V-8-K-2025-08-08-fixed-11', 'V-10-K-2025-11-06-fixed-470', 'V-10-Q-2025-07-30-fixed-202', 'V-10-K-2025-11-06-fixed-681', 'V-10-K-2025-11-06-fixed-849', 'V-10-Q-2025-07-30-fixed-221']",1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,0.6131471927654584,1.0,0.4,1.0,0.8503449055347546,1.0,0.2,1.0,0.8503449055347546
auto-V-8-K-2025-08-08-5,auto,simple fact,fixed,hybrid,0.0913,2,"['V-8-K-2025-08-08-fixed-12', 'V-8-K-2025-08-08-fixed-11', 'V-10-K-2025-11-06-fixed-803', 'V-10-Q-2025-07-30-fixed-167', 'V-10-Q-2025-07-30-fixed-104', 'V-10-Q-2025-07-30-fixed-210', 'V-10-K-2025-11-06-fixed-807', 'V-10-Q-2025-04-30-fixed-194', 'V-10-Q-2025-07-30-fixed-200', 'V-10-Q-2025-01-31-fixed-131']",1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,fixed,hybrid+rerank,0.8968,2,"['V-8-K-2025-08-08-fixed-12', 'V-8-K-2025-08-08-fixed-11', 'V-10-Q-2025-07-30-fixed-202', 'V-10-Q-2025-04-30-fixed-194', 'V-10-Q-2025-07-30-fixed-200', 'V-10-Q-2025-07-30-fixed-167', 'MA-10-Q-2025-07-31-fixed-219', 'V-10-Q-2025-04-30-fixed-197', 'V-10-Q-2025-07-30-fixed-210', 'V-10-Q-2025-07-30-fixed-222']",1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,section,vector,0.031,1,"['V-8-K-2025-08-08-section-11', 'V-10-Q-2025-04-30-section-184', 'V-10-Q-2025-01-31-section-125', 'V-10-Q-2025-01-31-section-156', 'V-10-Q-2025-07-30-section-159', 'V-10-K-2025-11-06-section-701', 'V-10-Q-2025-01-31-section-124', 'V-10-Q-2025-07-30-section-197', 'V-10-Q-2025-01-31-section-158', 'V-10-Q-2025-07-30-section-90']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,section,bm25,0.0459,1,"['V-8-K-2025-08-08-section-11', 'V-10-K-2025-11-06-section-447', 'V-10-K-2025-11-06-section-766', 'V-10-Q-2025-07-30-section-212', 'V-10-K-2025-11-06-section-770', 'V-10-K-2025-11-06-section-651', 'V-10-K-2025-11-06-section-769', 'V-10-K-2025-11-06-section-810', 'V-10-Q-2025-07-30-section-200', 'MA-10-Q-2025-07-31-section-431']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,section,hybrid,0.1092,1,"['V-8-K-2025-08-08-section-11', 'V-10-K-2025-11-06-section-766', 'V-10-Q-2025-07-30-section-158', 'V-10-Q-2025-07-30-section-212', 'V-10-Q-2025-07-30-section-200', 'MA-10-Q-2025-07-31-section-206', 'V-10-K-2025-11-06-section-782', 'V-10-Q-2025-04-30-section-184', 'V-10-K-2025-11-06-section-447', 'V-10-Q-2025-01-31-section-125']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,section,hybrid+rerank,0.9119,1,"['V-8-K-2025-08-08-section-11', 'V-10-Q-2025-07-30-section-158', 'V-10-Q-2025-04-30-section-184', 'V-10-Q-2025-07-30-section-212', 'MA-10-Q-2025-07-31-section-206', 'V-10-Q-2025-07-30-section-200', 'V-10-Q-2025-04-30-section-149', 'V-10-Q-2025-01-31-section-158', 'V-10-K-2025-11-06-section-766', 'V-10-Q-2025-07-30-section-159']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,semantic,vector,0.0243,1,"['V-8-K-2025-08-08-semantic-12', 'V-10-Q-2025-01-31-semantic-196', 'V-10-Q-2025-04-30-semantic-212', 'V-10-Q-2025-07-30-semantic-225', 'V-10-Q-2025-07-30-semantic-140', 'V-10-Q-2025-01-31-semantic-199', 'V-10-Q-2025-04-30-semantic-216', 'V-10-Q-2025-07-30-semantic-229', 'V-10-K-2025-11-06-semantic-1682', 'V-10-Q-2025-01-31-semantic-127']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,semantic,bm25,0.098,1,"['V-8-K-2025-08-08-semantic-12', 'V-10-K-2025-11-06-semantic-972', 'V-10-K-2025-11-06-semantic-1840', 'V-10-Q-2025-07-30-semantic-434', 'MA-10-Q-2025-07-31-semantic-190', 'MA-10-Q-2025-07-31-semantic-653', 'MA-10-Q-2025-10-30-semantic-668', 'MA-10-Q-2025-07-31-semantic-705', 'V-10-Q-2025-07-30-semantic-538', 'V-10-Q-2025-01-31-semantic-201']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,semantic,hybrid,0.123,1,"['V-8-K-2025-08-08-semantic-12', 'V-10-K-2025-11-06-semantic-972', 'V-10-Q-2025-07-30-semantic-140', 'V-10-Q-2025-07-30-semantic-434', 'MA-10-Q-2025-07-31-semantic-191', 'V-10-Q-2025-01-31-semantic-196', 'V-10-Q-2025-04-30-semantic-212', 'V-10-K-2025-11-06-semantic-1840', 'V-10-Q-2025-07-30-semantic-225', 'MA-10-Q-2025-07-31-semantic-190']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,semantic,hybrid+rerank,0.821,1,"['V-8-K-2025-08-08-semantic-12', 'V-10-Q-2025-07-30-semantic-140', 'MA-10-Q-2025-07-31-semantic-190', 'V-10-Q-2025-04-30-semantic-140', 'MA-10-Q-2025-07-31-semantic-191', 'V-10-K-2025-11-06-semantic-1682', 'V-10-Q-2025-07-30-semantic-434', 'V-10-K-2025-11-06-semantic-972', 'V-10-Q-2025-01-31-semantic-199', 'V-10-Q-2025-04-30-semantic-216']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,hierarchical,vector,0.0226,1,"['V-8-K-2025-08-08-hierarchical-12', 'V-10-Q-2025-01-31-hierarchical-196', 'V-10-Q-2025-04-30-hierarchical-212', 'V-10-Q-2025-07-30-hierarchical-225', 'V-10-Q-2025-07-30-hierarchical-140', 'V-10-Q-2025-01-31-hierarchical-199', 'V-10-Q-2025-04-30-hierarchical-216', 'V-10-Q-2025-07-30-hierarchical-229', 'V-10-K-2025-11-06-hierarchical-1682', 'V-10-Q-2025-01-31-hierarchical-127']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,hierarchical,bm25,0.0606,1,"['V-8-K-2025-08-08-hierarchical-12', 'V-10-K-2025-11-06-hierarchical-972', 'V-10-K-2025-11-06-hierarchical-1840', 'MA-10-Q-2025-07-31-hierarchical-190', 'V-10-Q-2025-07-30-hierarchical-434', 'MA-10-Q-2025-07-31-hierarchical-705', 'MA-10-Q-2025-10-30-hierarchical-668', 'MA-10-Q-2025-07-31-hierarchical-653', 'V-10-Q-2025-07-30-hierarchical-538', 'V-10-Q-2025-07-30-hierarchical-140']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,hierarchical,hybrid,0.0999,1,"['V-8-K-2025-08-08-hierarchical-12', 'V-10-Q-2025-07-30-hierarchical-140', 'V-10-K-2025-11-06-hierarchical-972', 'V-10-Q-2025-07-30-hierarchical-434', 'MA-10-Q-2025-07-31-hierarchical-191', 'V-10-Q-2025-01-31-hierarchical-196', 'V-10-Q-2025-04-30-hierarchical-212', 'V-10-K-2025-11-06-hierarchical-1840', 'V-10-Q-2025-07-30-hierarchical-225', 'MA-10-Q-2025-07-31-hierarchical-190']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-V-8-K-2025-08-08-5,auto,simple fact,hierarchical,hybrid+rerank,0.8822,1,"['V-8-K-2025-08-08-hierarchical-12', 'V-10-Q-2025-07-30-hierarchical-140', 'MA-10-Q-2025-07-31-hierarchical-190', 'V-10-Q-2025-04-30-hierarchical-140', 'MA-10-Q-2025-07-31-hierarchical-191', 'V-10-K-2025-11-06-hierarchical-1682', 'V-10-Q-2025-01-31-hierarchical-127', 'V-10-Q-2025-07-30-hierarchical-212', 'V-10-Q-2025-07-30-hierarchical-434', 'V-10-K-2025-11-06-hierarchical-972']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-MA-10-Q-2025-05-01-0,auto,simple fact,fixed,vector,0.0301,1,"['MA-10-Q-2025-05-01-fixed-232', 'MA-10-Q-2025-10-30-fixed-260', 'MA-10-Q-2025-07-31-fixed-260', 'MA-10-Q-2025-05-01-fixed-229', 'MA-10-Q-2025-05-01-fixed-346', 'MA-10-K-2025-02-12-fixed-933', 'MA-10-Q-2025-10-30-fixed-255', 'MA-10-K-2025-02-12-fixed-950', 'MA-10-K-2025-02-12-fixed-936', 'MA-10-Q-2025-05-01-fixed-301']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auto-MA-10-Q-2025-05-01-0,auto,simple fact,fixed,bm25,0.0377,1,"['MA-10-Q-2025-05-01-fixed-231', 'MA-10-Q-2025-07-31-fixed-260', 'MA-10-Q-2025-05-01-fixed-232', 'MA-10-K-2025-02-12-fixed-936', 'MA-10-K-2025-02-12-fixed-935', 'MA-10-Q-2025-10-30-fixed-260', 'V-10-K-2025-11-06-fixed-460', 'MA-10-Q-2025-10-30-fixed-253', 'MA-10-K-2025-02-12-fixed-929', 'MA-10-Q-2025-10-30-fixed-239']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-MA-10-Q-2025-05-01-0,auto,simple fact,fixed,hybrid,0.0819,1,"['MA-10-Q-2025-05-01-fixed-232', 'MA-10-Q-2025-07-31-fixed-260', 'MA-10-Q-2025-10-30-fixed-260', 'MA-10-K-2025-02-12-fixed-936', 'MA-10-K-2025-02-12-fixed-935', 'MA-10-Q-2025-05-01-fixed-231', 'MA-10-Q-2025-05-01-fixed-238', 'MA-10-Q-2025-05-01-fixed-226', 'MA-10-Q-2025-10-30-fixed-259', 'MA-10-Q-2025-05-01-fixed-237']",0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.3562071871080222
auto-MA-10-Q-2025-05-01-0,auto,simple fact,fixed,hybrid+rerank,0.8754,1,"['MA-10-Q-2025-05-01-fixed-231', 'MA-10-K-2025-02-12-fixed-936', 'MA-10-Q-2025-10-30-fixed-260', 'MA-10-Q-2025-07-31-fixed-260', 'MA-10-K-2025-02-12-fixed-935', 'MA-10-Q-2025-05-01-fixed-232', 'MA-10-Q-2025-05-01-fixed-238', 'MA-10-Q-2025-10-30-fixed-255', 'MA-10-Q-2025-05-01-fixed-237', 'MA-10-K-2025-02-12-fixed-931']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-MA-10-Q-2025-05-01-0,auto,simple fact,section,vector,0.0298,1,"['MA-10-Q-2025-10-30-section-246', 'MA-10-Q-2025-07-31-section-248', 'MA-10-K-2025-02-12-section-900', 'MA-10-Q-2025-05-01-section-218', 'MA-10-Q-2025-05-01-section-216', 'MA-10-K-2025-02-12-section-926', 'MA-10-K-2025-02-12-section-898', 'MA-10-Q-2025-05-01-section-219', 'MA-10-Q-2025-10-30-section-247', 'MA-10-Q-2025-10-30-section-251']",0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.43067655807339306,1.0,0.1,1.0,0.43067655807339306
auto-MA-10-Q-2025-05-01-0,auto,simple fact,section,bm25,0.0319,1,"['MA-10-Q-2025-05-01-section-218', 'MA-10-Q-2025-07-31-section-248', 'MA-10-K-2025-02-12-section-900', 'MA-10-Q-2025-10-30-section-246', 'V-10-K-2025-11-06-section-437', 'MA-10-K-2025-02-12-section-893', 'MA-10-K-2025-02-12-section-901', 'MA-10-K-2025-02-12-section-878', 'MA-10-Q-2025-05-01-section-219', 'MA-10-Q-2025-05-01-section-221']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
auto-MA-10-Q-2025-05-01-0,auto,simple fact,section,hybrid,0.0781,1,"['MA-10-Q-2025-07-31-section-248', 'MA-10-Q-2025-10-30-section-246', 'MA-10-Q-2025-05-01-section-218', 'MA-10-K-2025-02-12-section-900', 'MA-10-Q-2025-05-01-section-219', 'MA-10-Q-2025-10-30-section-247', 'MA-10-Q-2025-05-01-section-213', 'MA-10-Q-2025-10-30-section-245', 'MA-10-Q-2025-07-31-section-243', 'MA-10-Q-2025-10-30-section-240']",0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.5,1.0,0.1,1.0,0.5
auto-MA-10-Q-2025-05-01-0,auto,simple fact,section,hybrid+rerank,0.8227,1,"['MA-10-Q-2025-05-01-section-218', 'MA-10-Q-2025-10-30-section-246', 'MA-10-K-2025-02-12-section-900', 'MA-10-Q-2025-07-31-section-248', 'MA-10-Q-2025-05-01-section-216', 'MA-10-Q-2025-05-01-section-220', 'MA-10-Q-2025-07-31-section-252', 'MA-10-K-2025-02-12-section-895', 'MA-10-Q-2025-10-30-section-240', 'MA-10-K-2025-02-12-section-907']",1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0
